Primer_name,Plate,Pool
OG0002949primerGroup7,13,7
OG0001182primerGroup2,13,7
OG0001196primerGroup1,13,7
OG0002908primerGroup0,13,7
OG0002888primerGroup0,13,7
OG0002756primerGroup0,13,7
OG0001417primerGroup1,13,7
OG0001427primerGroup5,13,7
OG0002708primerGroup0,13,7
OG0002691primerGroup5,13,7
OG0002677primerGroup0,13,7
OG0001470primerGroup9,13,7
OG0002659primerGroup7,13,7
OG0002645primerGroup6,13,7
OG0001514primerGroup5,13,7
OG0001527primerGroup2,13,7
OG0002601primerGroup6,13,7
OG0002583primerGroup9,13,7
OG0001558primerGroup8,13,7
OG0001566primerGroup2,13,7
OG0002545primerGroup2,13,7
OG0002533primerGroup4,13,7
OG0001606primerGroup0,13,7
OG0002508primerGroup5,13,7
OG0002492primerGroup2,13,7
OG0002467primerGroup0,13,7
OG0002450primerGroup6,13,7
OG0002438primerGroup8,13,7
OG0001670primerGroup0,13,7
OG0001683primerGroup2,13,7
OG0002395primerGroup8,13,7
OG0002387primerGroup3,13,7
OG0002378primerGroup5,13,7
OG0001737primerGroup9,13,7
OG0001752primerGroup7,13,7
OG0002333primerGroup2,13,7
OG0002317primerGroup0,13,7
OG0001786primerGroup6,13,7
OG0002287primerGroup1,13,7
OG0001808primerGroup7,13,7
OG0002265primerGroup9,13,7
OG0001834primerGroup6,13,7
OG0002242primerGroup2,13,7
OG0001863primerGroup7,13,7
OG0001877primerGroup6,13,7
OG0002215primerGroup0,13,7
OG0001910primerGroup6,13,7
OG0002188primerGroup7,13,7
OG0002175primerGroup8,13,7
OG0002163primerGroup7,13,7
OG0001963primerGroup0,13,7
OG0001980primerGroup0,14,7
OG0001992primerGroup9,14,7
OG0002002primerGroup6,14,7
OG0002101primerGroup7,14,7
OG0002085primerGroup0,14,7
OG0002040primerGroup5,14,7
OG0002055primerGroup0,14,7
OG0003732primerGroup8,15,8
OG0003721primerGroup2,15,8
OG0003708primerGroup9,15,8
OG0000343primerGroup4,15,8
OG0000364primerGroup3,15,8
OG0003676primerGroup0,15,8
OG0000382primerGroup5,15,8
OG0003645primerGroup0,15,8
OG0000411primerGroup4,15,8
OG0000424primerGroup9,15,8
OG0003594primerGroup0,15,8
OG0000448primerGroup4,15,8
OG0000465primerGroup9,15,8
OG0000484primerGroup9,15,8
OG0003546primerGroup0,15,8
OG0003529primerGroup9,15,8
OG0003515primerGroup1,15,8
OG0003503primerGroup4,15,8
OG0003488primerGroup0,15,8
OG0003388primerGroup5,15,8
OG0003363primerGroup6,15,8
OG0003338primerGroup7,15,8
OG0003312primerGroup2,15,8
OG0003285primerGroup6,15,8
OG0003257primerGroup8,15,8
OG0003230primerGroup0,15,8
OG0003205primerGroup2,15,8
OG0003193primerGroup1,15,8
OG0003168primerGroup5,15,8
OG0003144primerGroup7,15,8
OG0003128primerGroup1,15,8
OG0000972primerGroup3,15,8
OG0000992primerGroup0,15,8
OG0003087primerGroup1,15,8
OG0003076primerGroup2,15,8
OG0001030primerGroup8,15,8
OG0001052primerGroup2,15,8
OG0003045primerGroup6,15,8
OG0003035primerGroup5,15,8
OG0003024primerGroup1,15,8
OG0001106primerGroup4,15,8
OG0001122primerGroup0,15,8
OG0001135primerGroup1,15,8
OG0002974primerGroup3,15,8
OG0001155primerGroup4,15,8
OG0002948primerGroup1,15,8
OG0002932primerGroup2,15,8
OG0002920primerGroup0,15,8
OG0002907primerGroup1,15,8
OG0002887primerGroup9,15,8
OG0001402primerGroup0,15,8
OG0002744primerGroup6,15,8
OG0002729primerGroup2,15,8
OG0002707primerGroup2,15,8
OG0001441primerGroup2,15,8
OG0001456primerGroup9,15,8
OG0002667primerGroup9,15,8
OG0001487primerGroup1,15,8
OG0001497primerGroup2,15,8
OG0002637primerGroup2,15,8
OG0002624primerGroup7,15,8
OG0002600primerGroup0,15,8
OG0001541primerGroup1,15,8
OG0002573primerGroup9,15,8
OG0002557primerGroup7,15,8
OG0002544primerGroup6,15,8
OG0001592primerGroup3,15,8
OG0002519primerGroup3,15,8
OG0002507primerGroup0,15,8
OG0002491primerGroup1,15,8
OG0002466primerGroup2,15,8
OG0001646primerGroup1,15,8
OG0002437primerGroup9,15,8
OG0002421primerGroup1,15,8
OG0001684primerGroup6,15,8
OG0001695primerGroup0,15,8
OG0001711primerGroup8,15,8
OG0001726primerGroup2,15,8
OG0002363primerGroup6,15,8
OG0002349primerGroup0,15,8
OG0002332primerGroup5,15,8
OG0001772primerGroup8,15,8
OG0002302primerGroup0,15,8
OG0001796primerGroup7,15,8
OG0001809primerGroup0,15,8
OG0001822primerGroup9,15,8
OG0001835primerGroup5,15,8
OG0001849primerGroup7,15,8
OG0001865primerGroup6,15,8
OG0001878primerGroup2,15,8
OG0001898primerGroup0,15,8
OG0001911primerGroup0,15,8
OG0001924primerGroup2,15,8
OG0002174primerGroup5,15,8
OG0001950primerGroup7,15,8
OG0002150primerGroup1,15,8
OG0002142primerGroup0,16,8
OG0002128primerGroup0,16,8
OG0002112primerGroup7,16,8
OG0002100primerGroup8,16,8
OG0002025primerGroup0,16,8
OG0002041primerGroup7,16,8
OG0002061primerGroup2,16,8
OG0000296primerGroup7,17,9
OG0000321primerGroup6,17,9
OG0003707primerGroup9,17,9
OG0000344primerGroup0,17,9
OG0003689primerGroup2,17,9
OG0003675primerGroup2,17,9
OG0003654primerGroup3,17,9
OG0003644primerGroup2,17,9
OG0000412primerGroup5,17,9
OG0003610primerGroup0,17,9
OG0000436primerGroup0,17,9
OG0000449primerGroup0,17,9
OG0000466primerGroup7,17,9
OG0003561primerGroup9,17,9
OG0003544primerGroup0,17,9
OG0000510primerGroup0,17,9
OG0003514primerGroup3,17,9
OG0000545primerGroup7,17,9
OG0003487primerGroup5,17,9
OG0003387primerGroup3,17,9
OG0003362primerGroup4,17,9
OG0003337primerGroup5,17,9
OG0003311primerGroup3,17,9
OG0003284primerGroup4,17,9
OG0003256primerGroup6,17,9
OG0003229primerGroup0,17,9
OG0003204primerGroup0,17,9
OG0003192primerGroup8,17,9
OG0003167primerGroup4,17,9
OG0000946primerGroup2,17,9
OG0003127primerGroup2,17,9
OG0000973primerGroup6,17,9
OG0003103primerGroup0,17,9
OG0003086primerGroup0,17,9
OG0001020primerGroup4,17,9
OG0003061primerGroup0,17,9
OG0001053primerGroup9,17,9
OG0003044primerGroup0,17,9
OG0001080primerGroup0,17,9
OG0003023primerGroup0,17,9
OG0003012primerGroup4,17,9
OG0003001primerGroup8,17,9
OG0002989primerGroup7,17,9
OG0002973primerGroup1,17,9
OG0002956primerGroup2,17,9
OG0002947primerGroup5,17,9
OG0001183primerGroup4,17,9
